ap,ra,bairro,year,ideb
Área de Planejamento 1,I Portuária,Caju,2007,4.4035087719298245
Área de Planejamento 1,I Portuária,Caju,2009,4.798701298701299
Área de Planejamento 1,I Portuária,Caju,2011,4.931907894736842
Área de Planejamento 1,I Portuária,Caju,2013,4.456597222222222
Área de Planejamento 1,I Portuária,Caju,2015,5.110322580645161
Área de Planejamento 1,I Portuária,Caju,2017,5.56789667896679
Área de Planejamento 1,I Portuária,Caju,2019,6.158536585365853
Área de Planejamento 1,I Portuária,Caju,2021,6.4
Área de Planejamento 1,I Portuária,Caju,2023,5.8
Área de Planejamento 1,I Portuária,Gamboa,2007,4.0
Área de Planejamento 1,I Portuária,Gamboa,2009,3.7999999999999994
Área de Planejamento 1,I Portuária,Gamboa,2011,4.3
Área de Planejamento 1,I Portuária,Gamboa,2013,4.3
Área de Planejamento 1,I Portuária,Gamboa,2015,5.6
Área de Planejamento 1,I Portuária,Gamboa,2017,5.2
Área de Planejamento 1,I Portuária,Gamboa,2019,5.5
Área de Planejamento 1,I Portuária,Gamboa,2023,5.7
Área de Planejamento 1,I Portuária,Santo Cristo,2007,4.278499999999999
Área de Planejamento 1,I Portuária,Santo Cristo,2009,5.070967741935483
Área de Planejamento 1,I Portuária,Santo Cristo,2011,5.532885906040269
Área de Planejamento 1,I Portuária,Santo Cristo,2013,5.166875
Área de Planejamento 1,I Portuária,Santo Cristo,2015,5.207446808510638
Área de Planejamento 1,I Portuária,Santo Cristo,2017,5.573652694610778
Área de Planejamento 1,I Portuária,Santo Cristo,2019,5.128387096774193
Área de Planejamento 1,I Portuária,Santo Cristo,2021,5.139137931034482
Área de Planejamento 1,I Portuária,Santo Cristo,2023,4.9
Área de Planejamento 1,I Portuária,Saúde,2007,4.0
Área de Planejamento 1,I Portuária,Saúde,2009,4.2
Área de Planejamento 1,II Centro,Centro,2007,4.491666666666667
Área de Planejamento 1,II Centro,Centro,2009,5.010035842293907
Área de Planejamento 1,II Centro,Centro,2011,5.2477099236641225
Área de Planejamento 1,II Centro,Centro,2013,5.1626666666666665
Área de Planejamento 1,II Centro,Centro,2015,5.427461139896373
Área de Planejamento 1,II Centro,Centro,2017,5.8613168724279845
Área de Planejamento 1,II Centro,Centro,2019,5.708465608465609
Área de Planejamento 1,II Centro,Centro,2023,6.3
Área de Planejamento 1,III Rio Comprido,Catumbi,2007,3.0
Área de Planejamento 1,III Rio Comprido,Catumbi,2009,3.8
Área de Planejamento 1,III Rio Comprido,Catumbi,2011,3.9000000000000004
Área de Planejamento 1,III Rio Comprido,Catumbi,2013,4.4
Área de Planejamento 1,III Rio Comprido,Catumbi,2015,4.5
Área de Planejamento 1,III Rio Comprido,Catumbi,2017,5.9
Área de Planejamento 1,III Rio Comprido,Catumbi,2019,5.714285714285714
Área de Planejamento 1,III Rio Comprido,Catumbi,2021,6.099999999999999
Área de Planejamento 1,III Rio Comprido,Catumbi,2023,6.9
Área de Planejamento 1,III Rio Comprido,Estácio,2007,3.5
Área de Planejamento 1,III Rio Comprido,Estácio,2009,4.1
Área de Planejamento 1,III Rio Comprido,Estácio,2011,4.8
Área de Planejamento 1,III Rio Comprido,Estácio,2013,5.0
Área de Planejamento 1,III Rio Comprido,Estácio,2015,5.9
Área de Planejamento 1,III Rio Comprido,Estácio,2017,5.2
Área de Planejamento 1,III Rio Comprido,Estácio,2019,5.5
Área de Planejamento 1,III Rio Comprido,Estácio,2021,4.6
Área de Planejamento 1,III Rio Comprido,Estácio,2023,5.5
Área de Planejamento 1,III Rio Comprido,Rio Comprido,2007,4.254364089775561
Área de Planejamento 1,III Rio Comprido,Rio Comprido,2009,4.623574144486692
Área de Planejamento 1,III Rio Comprido,Rio Comprido,2011,4.8728643216080405
Área de Planejamento 1,III Rio Comprido,Rio Comprido,2013,4.913483146067416
Área de Planejamento 1,III Rio Comprido,Rio Comprido,2015,4.967073170731708
Área de Planejamento 1,III Rio Comprido,Rio Comprido,2017,5.073148148148148
Área de Planejamento 1,III Rio Comprido,Rio Comprido,2019,5.579464285714286
Área de Planejamento 1,III Rio Comprido,Rio Comprido,2021,5.5
Área de Planejamento 1,III Rio Comprido,Rio Comprido,2023,5.6
Área de Planejamento 1,VII São Cristóvão,Benfica,2007,4.098684210526316
Área de Planejamento 1,VII São Cristóvão,Benfica,2009,4.721212121212121
Área de Planejamento 1,VII São Cristóvão,Benfica,2011,4.673866090712743
Área de Planejamento 1,VII São Cristóvão,Benfica,2013,4.718448637316562
Área de Planejamento 1,VII São Cristóvão,Benfica,2015,4.972602739726027
Área de Planejamento 1,VII São Cristóvão,Benfica,2017,5.398092643051771
Área de Planejamento 1,VII São Cristóvão,Benfica,2019,5.441926345609065
Área de Planejamento 1,VII São Cristóvão,Benfica,2021,5.064933333333333
Área de Planejamento 1,VII São Cristóvão,Benfica,2023,5.9
Área de Planejamento 1,VII São Cristóvão,Imperial de São Cristóvão,2007,5.111506849315068
Área de Planejamento 1,VII São Cristóvão,Imperial de São Cristóvão,2009,5.196541786743516
Área de Planejamento 1,VII São Cristóvão,Imperial de São Cristóvão,2011,5.314761904761904
Área de Planejamento 1,VII São Cristóvão,Imperial de São Cristóvão,2013,5.681226053639847
Área de Planejamento 1,VII São Cristóvão,Imperial de São Cristóvão,2015,5.7062893081761015
Área de Planejamento 1,VII São Cristóvão,Imperial de São Cristóvão,2017,6.141254125412542
Área de Planejamento 1,VII São Cristóvão,Imperial de São Cristóvão,2019,6.024773413897281
Área de Planejamento 1,VII São Cristóvão,Imperial de São Cristóvão,2021,5.354210956663941
Área de Planejamento 1,VII São Cristóvão,Imperial de São Cristóvão,2023,6.2
Área de Planejamento 1,VII São Cristóvão,Vasco da Gama,2007,5.0
Área de Planejamento 1,VII São Cristóvão,Vasco da Gama,2009,6.1
Área de Planejamento 1,VII São Cristóvão,Vasco da Gama,2011,6.5
Área de Planejamento 1,VII São Cristóvão,Vasco da Gama,2013,6.4
Área de Planejamento 1,VII São Cristóvão,Vasco da Gama,2015,6.7
Área de Planejamento 1,VII São Cristóvão,Vasco da Gama,2017,6.5
Área de Planejamento 1,VII São Cristóvão,Vasco da Gama,2019,6.9
Área de Planejamento 1,VII São Cristóvão,Vasco da Gama,2023,6.2
Área de Planejamento 1,XXI  Paquetá,Paquetá,2007,5.400000000000001
Área de Planejamento 1,XXI  Paquetá,Paquetá,2009,5.7
Área de Planejamento 1,XXI  Paquetá,Paquetá,2011,6.0
Área de Planejamento 1,XXI  Paquetá,Paquetá,2013,5.4
Área de Planejamento 1,XXI  Paquetá,Paquetá,2015,6.4
Área de Planejamento 1,XXI  Paquetá,Paquetá,2017,7.0
Área de Planejamento 1,XXI  Paquetá,Paquetá,2019,6.2
Área de Planejamento 1,XXI  Paquetá,Paquetá,2023,5.2
Área de Planejamento 1,XXIII Santa Teresa,Santa Teresa,2007,5.007547169811321
Área de Planejamento 1,XXIII Santa Teresa,Santa Teresa,2009,5.702868852459017
Área de Planejamento 1,XXIII Santa Teresa,Santa Teresa,2011,6.048159509202454
Área de Planejamento 1,XXIII Santa Teresa,Santa Teresa,2013,5.916438356164384
Área de Planejamento 1,XXIII Santa Teresa,Santa Teresa,2015,5.800000000000001
Área de Planejamento 1,XXIII Santa Teresa,Santa Teresa,2017,6.141777777777778
Área de Planejamento 1,XXIII Santa Teresa,Santa Teresa,2019,6.474615384615385
Área de Planejamento 1,XXIII Santa Teresa,Santa Teresa,2021,5.673704414587332
Área de Planejamento 1,XXIII Santa Teresa,Santa Teresa,2023,5.9
Área de Planejamento 2,IV Botafogo,Botafogo,2007,4.536813186813187
Área de Planejamento 2,IV Botafogo,Botafogo,2009,4.901851851851851
Área de Planejamento 2,IV Botafogo,Botafogo,2011,5.725531914893618
Área de Planejamento 2,IV Botafogo,Botafogo,2013,5.688028169014085
Área de Planejamento 2,IV Botafogo,Botafogo,2015,5.5
Área de Planejamento 2,IV Botafogo,Botafogo,2017,6.14313725490196
Área de Planejamento 2,IV Botafogo,Botafogo,2019,5.928318584070796
Área de Planejamento 2,IV Botafogo,Botafogo,2023,6.0
Área de Planejamento 2,IV Botafogo,Catete,2007,4.3
Área de Planejamento 2,IV Botafogo,Catete,2009,5.5
Área de Planejamento 2,IV Botafogo,Catete,2011,5.1
Área de Planejamento 2,IV Botafogo,Catete,2013,4.2
Área de Planejamento 2,IV Botafogo,Catete,2015,5.7
Área de Planejamento 2,IV Botafogo,Catete,2017,5.2
Área de Planejamento 2,IV Botafogo,Catete,2019,5.3
Área de Planejamento 2,IV Botafogo,Catete,2023,6.3
Área de Planejamento 2,IV Botafogo,Flamengo,2007,4.686163522012579
Área de Planejamento 2,IV Botafogo,Flamengo,2009,5.714634146341464
Área de Planejamento 2,IV Botafogo,Flamengo,2011,6.163855421686748
Área de Planejamento 2,IV Botafogo,Flamengo,2013,6.068571428571429
Área de Planejamento 2,IV Botafogo,Flamengo,2015,6.1036363636363635
Área de Planejamento 2,IV Botafogo,Flamengo,2017,6.3428571428571425
Área de Planejamento 2,IV Botafogo,Flamengo,2019,6.555555555555555
Área de Planejamento 2,IV Botafogo,Flamengo,2021,6.335958005249344
Área de Planejamento 2,IV Botafogo,Flamengo,2023,6.8
Área de Planejamento 2,IV Botafogo,Glória,2009,5.3
Área de Planejamento 2,IV Botafogo,Glória,2023,6.4
Área de Planejamento 2,IV Botafogo,Humaitá,2007,4.8
Área de Planejamento 2,IV Botafogo,Humaitá,2009,5.7
Área de Planejamento 2,IV Botafogo,Humaitá,2011,6.6
Área de Planejamento 2,IV Botafogo,Humaitá,2013,6.4
Área de Planejamento 2,IV Botafogo,Humaitá,2015,5.7
Área de Planejamento 2,IV Botafogo,Humaitá,2017,6.5
Área de Planejamento 2,IV Botafogo,Humaitá,2019,6.0
Área de Planejamento 2,IV Botafogo,Humaitá,2023,6.3
Área de Planejamento 2,IV Botafogo,Laranjeiras,2007,5.221827411167513
Área de Planejamento 2,IV Botafogo,Laranjeiras,2009,5.890566037735849
Área de Planejamento 2,IV Botafogo,Laranjeiras,2011,6.022641509433962
Área de Planejamento 2,IV Botafogo,Laranjeiras,2013,5.948953974895398
Área de Planejamento 2,IV Botafogo,Laranjeiras,2015,5.845454545454546
Área de Planejamento 2,IV Botafogo,Laranjeiras,2017,6.086666666666667
Área de Planejamento 2,IV Botafogo,Laranjeiras,2019,6.105494505494506
Área de Planejamento 2,IV Botafogo,Laranjeiras,2021,6.2
Área de Planejamento 2,IV Botafogo,Laranjeiras,2023,6.5
Área de Planejamento 2,IV Botafogo,Urca,2007,5.882666666666667
Área de Planejamento 2,IV Botafogo,Urca,2009,6.428571428571429
Área de Planejamento 2,IV Botafogo,Urca,2011,6.70709219858156
Área de Planejamento 2,IV Botafogo,Urca,2013,6.45
Área de Planejamento 2,IV Botafogo,Urca,2015,6.674418604651163
Área de Planejamento 2,IV Botafogo,Urca,2017,6.782456140350877
Área de Planejamento 2,IV Botafogo,Urca,2019,6.678461538461539
Área de Planejamento 2,IV Botafogo,Urca,2021,6.989546351084813
Área de Planejamento 2,IV Botafogo,Urca,2023,7.2
Área de Planejamento 2,V Copacabana,Copacabana,2007,5.423019801980198
Área de Planejamento 2,V Copacabana,Copacabana,2009,5.963126843657817
Área de Planejamento 2,V Copacabana,Copacabana,2011,6.495394736842105
Área de Planejamento 2,V Copacabana,Copacabana,2013,6.490769230769231
Área de Planejamento 2,V Copacabana,Copacabana,2015,6.422489959839358
Área de Planejamento 2,V Copacabana,Copacabana,2017,6.182191780821918
Área de Planejamento 2,V Copacabana,Copacabana,2019,6.396923076923076
Área de Planejamento 2,V Copacabana,Copacabana,2021,6.519451371571073
Área de Planejamento 2,V Copacabana,Copacabana,2023,6.4
Área de Planejamento 2,V Copacabana,Leme,2007,4.5
Área de Planejamento 2,V Copacabana,Leme,2009,5.2
Área de Planejamento 2,V Copacabana,Leme,2011,4.9
Área de Planejamento 2,V Copacabana,Leme,2013,4.7
Área de Planejamento 2,V Copacabana,Leme,2017,5.8
Área de Planejamento 2,V Copacabana,Leme,2019,5.9
Área de Planejamento 2,V Copacabana,Leme,2021,5.9
Área de Planejamento 2,V Copacabana,Leme,2023,6.3
Área de Planejamento 2,VI Lagoa,Gávea,2007,5.081385281385282
Área de Planejamento 2,VI Lagoa,Gávea,2009,5.4787234042553195
Área de Planejamento 2,VI Lagoa,Gávea,2011,4.765193370165746
Área de Planejamento 2,VI Lagoa,Gávea,2013,5.462171052631579
Área de Planejamento 2,VI Lagoa,Gávea,2015,6.0
Área de Planejamento 2,VI Lagoa,Gávea,2017,6.300000000000001
Área de Planejamento 2,VI Lagoa,Gávea,2019,6.071153846153846
Área de Planejamento 2,VI Lagoa,Gávea,2021,6.3
Área de Planejamento 2,VI Lagoa,Gávea,2023,6.1
Área de Planejamento 2,VI Lagoa,Ipanema,2007,4.5071111111111115
Área de Planejamento 2,VI Lagoa,Ipanema,2009,4.968103448275863
Área de Planejamento 2,VI Lagoa,Ipanema,2011,5.0888888888888895
Área de Planejamento 2,VI Lagoa,Ipanema,2013,4.735099337748345
Área de Planejamento 2,VI Lagoa,Ipanema,2015,5.448125
Área de Planejamento 2,VI Lagoa,Ipanema,2017,5.031182795698925
Área de Planejamento 2,VI Lagoa,Ipanema,2019,5.184444444444444
Área de Planejamento 2,VI Lagoa,Ipanema,2021,6.0
Área de Planejamento 2,VI Lagoa,Ipanema,2023,5.6
Área de Planejamento 2,VI Lagoa,Jardim Botânico,2007,4.984615384615385
Área de Planejamento 2,VI Lagoa,Jardim Botânico,2009,5.69016393442623
Área de Planejamento 2,VI Lagoa,Jardim Botânico,2011,5.799999999999999
Área de Planejamento 2,VI Lagoa,Jardim Botânico,2013,6.104310344827585
Área de Planejamento 2,VI Lagoa,Jardim Botânico,2015,5.6000000000000005
Área de Planejamento 2,VI Lagoa,Jardim Botânico,2017,6.434285714285714
Área de Planejamento 2,VI Lagoa,Jardim Botânico,2019,6.158928571428572
Área de Planejamento 2,VI Lagoa,Jardim Botânico,2023,7.1
Área de Planejamento 2,VI Lagoa,Lagoa,2007,5.265789473684211
Área de Planejamento 2,VI Lagoa,Lagoa,2009,5.666666666666667
Área de Planejamento 2,VI Lagoa,Lagoa,2011,5.798314606741573
Área de Planejamento 2,VI Lagoa,Lagoa,2013,5.7
Área de Planejamento 2,VI Lagoa,Lagoa,2015,5.420610687022901
Área de Planejamento 2,VI Lagoa,Lagoa,2017,5.989393939393938
Área de Planejamento 2,VI Lagoa,Lagoa,2019,5.844444444444444
Área de Planejamento 2,VI Lagoa,Lagoa,2021,6.4
Área de Planejamento 2,VI Lagoa,Lagoa,2023,6.9
Área de Planejamento 2,VI Lagoa,Leblon,2007,5.096539792387544
Área de Planejamento 2,VI Lagoa,Leblon,2009,5.977304964539007
Área de Planejamento 2,VI Lagoa,Leblon,2011,6.5299270072992694
Área de Planejamento 2,VI Lagoa,Leblon,2013,6.092263610315186
Área de Planejamento 2,VI Lagoa,Leblon,2015,6.249802371541502
Área de Planejamento 2,VI Lagoa,Leblon,2017,6.066920152091255
Área de Planejamento 2,VI Lagoa,Leblon,2019,6.039926739926741
Área de Planejamento 2,VI Lagoa,Leblon,2021,5.936607142857143
Área de Planejamento 2,VI Lagoa,Leblon,2023,6.2
Área de Planejamento 2,VI Lagoa,São Conrado,2007,4.9
Área de Planejamento 2,VI Lagoa,São Conrado,2009,5.6
Área de Planejamento 2,VI Lagoa,São Conrado,2011,6.3
Área de Planejamento 2,VI Lagoa,São Conrado,2013,5.8
Área de Planejamento 2,VI Lagoa,São Conrado,2015,6.2
Área de Planejamento 2,VI Lagoa,São Conrado,2017,6.5
Área de Planejamento 2,VI Lagoa,São Conrado,2019,6.2
Área de Planejamento 2,VI Lagoa,São Conrado,2023,6.5
Área de Planejamento 2,VI Lagoa,Vidigal,2007,4.0864864864864865
Área de Planejamento 2,VI Lagoa,Vidigal,2009,5.257692307692308
Área de Planejamento 2,VI Lagoa,Vidigal,2011,5.282222222222222
Área de Planejamento 2,VI Lagoa,Vidigal,2013,4.004166666666666
Área de Planejamento 2,VI Lagoa,Vidigal,2015,4.986746987951807
Área de Planejamento 2,VI Lagoa,Vidigal,2017,5.36595744680851
Área de Planejamento 2,VI Lagoa,Vidigal,2019,5.346478873239437
Área de Planejamento 2,VI Lagoa,Vidigal,2023,5.2
Área de Planejamento 2,XXVII Rocinha,Rocinha,2007,4.126436781609195
Área de Planejamento 2,XXVII Rocinha,Rocinha,2009,5.445833333333333
Área de Planejamento 2,XXVII Rocinha,Rocinha,2011,4.993518518518518
Área de Planejamento 2,XXVII Rocinha,Rocinha,2013,4.131004366812227
Área de Planejamento 2,XXVII Rocinha,Rocinha,2015,5.2
Área de Planejamento 2,XXVII Rocinha,Rocinha,2017,6.072727272727272
Área de Planejamento 2,XXVII Rocinha,Rocinha,2019,5.56993006993007
Área de Planejamento 2,XXVII Rocinha,Rocinha,2021,5.2
Área de Planejamento 2,XXVII Rocinha,Rocinha,2023,5.9
Área de Planejamento 2,VIII Tijuca,Alto da Boa Vista,2007,4.605042016806722
Área de Planejamento 2,VIII Tijuca,Alto da Boa Vista,2009,5.07797619047619
Área de Planejamento 2,VIII Tijuca,Alto da Boa Vista,2011,5.506341463414634
Área de Planejamento 2,VIII Tijuca,Alto da Boa Vista,2013,5.749557522123895
Área de Planejamento 2,VIII Tijuca,Alto da Boa Vista,2015,5.597435897435897
Área de Planejamento 2,VIII Tijuca,Alto da Boa Vista,2017,5.959183673469388
Área de Planejamento 2,VIII Tijuca,Alto da Boa Vista,2019,5.6520325203252035
Área de Planejamento 2,VIII Tijuca,Alto da Boa Vista,2021,5.597967479674796
Área de Planejamento 2,VIII Tijuca,Alto da Boa Vista,2023,5.9
Área de Planejamento 2,VIII Tijuca,Praça da Bandeira,2007,4.573255813953489
Área de Planejamento 2,VIII Tijuca,Praça da Bandeira,2009,5.037062937062937
Área de Planejamento 2,VIII Tijuca,Praça da Bandeira,2011,5.28
Área de Planejamento 2,VIII Tijuca,Praça da Bandeira,2013,5.131858407079646
Área de Planejamento 2,VIII Tijuca,Praça da Bandeira,2015,5.5858823529411765
Área de Planejamento 2,VIII Tijuca,Praça da Bandeira,2017,6.774358974358974
Área de Planejamento 2,VIII Tijuca,Praça da Bandeira,2019,5.651351351351351
Área de Planejamento 2,VIII Tijuca,Praça da Bandeira,2021,5.836982248520711
Área de Planejamento 2,VIII Tijuca,Praça da Bandeira,2023,6.2
Área de Planejamento 2,VIII Tijuca,Tijuca,2007,4.602781289506954
Área de Planejamento 2,VIII Tijuca,Tijuca,2009,5.1413080895008605
Área de Planejamento 2,VIII Tijuca,Tijuca,2011,5.535387045813586
Área de Planejamento 2,VIII Tijuca,Tijuca,2013,5.272364672364673
Área de Planejamento 2,VIII Tijuca,Tijuca,2015,5.842629482071712
Área de Planejamento 2,VIII Tijuca,Tijuca,2017,5.992652329749105
Área de Planejamento 2,VIII Tijuca,Tijuca,2019,5.694444444444445
Área de Planejamento 2,VIII Tijuca,Tijuca,2021,5.49674754775426
Área de Planejamento 2,VIII Tijuca,Tijuca,2023,5.9
Área de Planejamento 2,IX Vila Isabel,Andaraí,2007,4.791988950276243
Área de Planejamento 2,IX Vila Isabel,Andaraí,2009,5.118181818181818
Área de Planejamento 2,IX Vila Isabel,Andaraí,2011,5.713636363636363
Área de Planejamento 2,IX Vila Isabel,Andaraí,2013,5.453252032520325
Área de Planejamento 2,IX Vila Isabel,Andaraí,2015,5.701129943502826
Área de Planejamento 2,IX Vila Isabel,Andaraí,2017,5.616386554621849
Área de Planejamento 2,IX Vila Isabel,Andaraí,2019,5.85934065934066
Área de Planejamento 2,IX Vila Isabel,Andaraí,2021,5.643105209397344
Área de Planejamento 2,IX Vila Isabel,Andaraí,2023,6.0
Área de Planejamento 2,IX Vila Isabel,Grajaú,2007,5.020477815699659
Área de Planejamento 2,IX Vila Isabel,Grajaú,2009,5.219852941176471
Área de Planejamento 2,IX Vila Isabel,Grajaú,2011,5.377173913043478
Área de Planejamento 2,IX Vila Isabel,Grajaú,2013,5.090365448504984
Área de Planejamento 2,IX Vila Isabel,Grajaú,2015,5.795
Área de Planejamento 2,IX Vila Isabel,Grajaú,2017,5.703196347031963
Área de Planejamento 2,IX Vila Isabel,Grajaú,2019,5.921487603305785
Área de Planejamento 2,IX Vila Isabel,Grajaú,2021,5.7
Área de Planejamento 2,IX Vila Isabel,Grajaú,2023,5.8
Área de Planejamento 2,IX Vila Isabel,Maracanã,2007,5.95065502183406
Área de Planejamento 2,IX Vila Isabel,Maracanã,2009,6.611219512195123
Área de Planejamento 2,IX Vila Isabel,Maracanã,2011,7.114659685863874
Área de Planejamento 2,IX Vila Isabel,Maracanã,2013,7.085436893203883
Área de Planejamento 2,IX Vila Isabel,Maracanã,2015,7.490860215053763
Área de Planejamento 2,IX Vila Isabel,Maracanã,2017,7.278061224489796
Área de Planejamento 2,IX Vila Isabel,Maracanã,2019,7.057142857142857
Área de Planejamento 2,IX Vila Isabel,Maracanã,2021,6.424358974358976
Área de Planejamento 2,IX Vila Isabel,Maracanã,2023,7.2
Área de Planejamento 2,IX Vila Isabel,Vila Isabel,2007,4.147868217054264
Área de Planejamento 2,IX Vila Isabel,Vila Isabel,2009,4.8999999999999995
Área de Planejamento 2,IX Vila Isabel,Vila Isabel,2011,5.336893203883495
Área de Planejamento 2,IX Vila Isabel,Vila Isabel,2013,5.047139588100686
Área de Planejamento 2,IX Vila Isabel,Vila Isabel,2015,5.097247706422018
Área de Planejamento 2,IX Vila Isabel,Vila Isabel,2017,5.259409594095942
Área de Planejamento 2,IX Vila Isabel,Vila Isabel,2019,5.214112903225806
Área de Planejamento 2,IX Vila Isabel,Vila Isabel,2021,4.890917030567686
Área de Planejamento 2,IX Vila Isabel,Vila Isabel,2023,5.5
Área de Planejamento 3,X Ramos,Bonsucesso,2007,4.778740157480315
Área de Planejamento 3,X Ramos,Bonsucesso,2009,5.490721649484536
Área de Planejamento 3,X Ramos,Bonsucesso,2011,5.338362068965517
Área de Planejamento 3,X Ramos,Bonsucesso,2013,5.57554347826087
Área de Planejamento 3,X Ramos,Bonsucesso,2015,6.063043478260869
Área de Planejamento 3,X Ramos,Bonsucesso,2017,5.933149171270719
Área de Planejamento 3,X Ramos,Bonsucesso,2019,6.329824561403508
Área de Planejamento 3,X Ramos,Bonsucesso,2021,6.0
Área de Planejamento 3,X Ramos,Bonsucesso,2023,6.6
Área de Planejamento 3,X Ramos,Manguinhos,2007,4.315966386554622
Área de Planejamento 3,X Ramos,Manguinhos,2009,4.355623100303951
Área de Planejamento 3,X Ramos,Manguinhos,2011,4.449066666666667
Área de Planejamento 3,X Ramos,Manguinhos,2013,4.309567901234567
Área de Planejamento 3,X Ramos,Manguinhos,2015,5.061016949152543
Área de Planejamento 3,X Ramos,Manguinhos,2017,4.792380952380952
Área de Planejamento 3,X Ramos,Manguinhos,2019,5.237943262411347
Área de Planejamento 3,X Ramos,Manguinhos,2021,5.095949367088608
Área de Planejamento 3,X Ramos,Manguinhos,2023,5.6
Área de Planejamento 3,X Ramos,Olaria,2007,4.447274881516588
Área de Planejamento 3,X Ramos,Olaria,2009,5.124555735056544
Área de Planejamento 3,X Ramos,Olaria,2011,5.446839080459771
Área de Planejamento 3,X Ramos,Olaria,2013,5.308333333333334
Área de Planejamento 3,X Ramos,Olaria,2015,5.941078066914499
Área de Planejamento 3,X Ramos,Olaria,2017,5.700329489291597
Área de Planejamento 3,X Ramos,Olaria,2019,5.48083538083538
Área de Planejamento 3,X Ramos,Olaria,2021,5.578555133079847
Área de Planejamento 3,X Ramos,Olaria,2023,6.0
Área de Planejamento 3,X Ramos,Ramos,2007,4.7232387923147305
Área de Planejamento 3,X Ramos,Ramos,2009,4.878121284185493
Área de Planejamento 3,X Ramos,Ramos,2011,5.326039387308534
Área de Planejamento 3,X Ramos,Ramos,2013,5.210505836575876
